Index,EmployerName,JobTitle,CaseStatus,NewChgEmp,WageInfo,DecisionDate,StartDate,WorkSite,MoreInfo,College,Citizenship
40,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,81224.00/Year,2020-03-30,2020-08-13,"costa mesa,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066779,,
23,DELOITTE TOUCHE LLP,ADVISORY SPECIALIST SENIOR,certified,No,90646.00/Year,2020-03-30,2020-08-28,"rosslyn,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060687,,
36,DELOITTE TOUCHE LLP,QRM SENIOR SPECIALIST,certified,No,81723.00/Year,2020-03-30,2020-08-19,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9059642,,
37,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,81723.00/Year,2020-03-30,2020-08-28,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9068641,,
33,DELOITTE TOUCHE LLP,LEAD BUSINESS ANALYST,certified,No,83699.00/Year,2020-03-30,2020-08-30,"seattle,WA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187636,,
16,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,97386.00/Year,2020-03-30,2020-08-27,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066901,,
219,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-30,2020-08-14,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066191,,
223,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-30,2020-08-15,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9071283,,
224,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-30,2020-08-20,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9071302,,
240,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-30,2020-08-27,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9155155,,
251,DELOITTE TOUCHE LLP,SOLUTION DELIVERY ADVISOR,certified,No,61069.00/Year,2020-03-30,2020-08-11,"mechanicsburg,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060452,,
246,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61110.00/Year,2020-03-30,2020-08-14,"dallas,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115223,,
262,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-30,2020-08-12,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9072316,,
257,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,59987.00/Year,2020-03-30,2020-08-14,"denver,CO",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066440,,
253,DELOITTE TOUCHE LLP,SOLUTION DELIVERY ANALYST,certified,No,61069.00/Year,2020-03-30,2020-08-14,"mechanicsburg,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154883,,
270,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-30,2020-08-12,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154812,,
286,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE SENIOR ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-09-13,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060079,,
149,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,67217.00/Year,2020-03-30,2020-08-14,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187521,,
154,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,66428.00/Year,2020-03-30,2020-09-02,"jersey city,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154906,,
155,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,66186.00/Year,2020-03-30,2020-08-25,"detroit,MI",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115760,,
160,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65854.00/Year,2020-03-30,2020-08-13,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154992,,
161,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,65625.00/Year,2020-03-30,2020-09-16,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121395,,
185,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-30,2020-08-14,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121467,,
186,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-30,2020-09-04,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9155129,,
170,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,64022.00/Year,2020-03-30,2020-08-19,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115733,,
166,DELOITTE TOUCHE LLP,SOLUTION DELIVERY ADVISOR,certified,No,65395.00/Year,2020-03-30,2020-08-11,"lake mary,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115711,,
168,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65368.00/Year,2020-03-30,2020-08-26,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9072293,,
177,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-30,2020-08-28,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9068115,,
207,DELOITTE TOUCHE LLP,SOFTWARE ENGINEER 2,certified,No,62462.00/Year,2020-03-30,2020-09-09,"morrisville,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187481,,
212,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62400.00/Year,2020-03-30,2020-08-08,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187550,,
209,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62400.00/Year,2020-03-30,2020-08-13,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115746,,
210,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62400.00/Year,2020-03-30,2020-08-11,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115632,,
367,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,56389.00/Year,2020-03-30,2020-08-08,"detroit,MI",https://h1bsalary.online//extended_lca_data.php?LCADataID=9068504,,
354,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,57221.00/Year,2020-03-30,2020-09-02,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121390,,
310,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,59634.00/Year,2020-03-30,2020-08-19,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154910,,
311,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-08-11,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154947,,
312,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE SENIOR ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-08-20,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154983,,
298,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-08-19,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9061055,,
296,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-08-12,"parsippany,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=9071866,,
292,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-30,2020-08-14,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9115271,,
462,DELOITTE TOUCHE LLP,ADVISORY SOLUTION ADVISOR,certified,No,48776.00/Year,2020-03-30,2020-09-01,"lake mary,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9071311,,
439,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,51022.00/Year,2020-03-30,2020-08-20,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121353,,
429,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51355.00/Year,2020-03-30,2020-09-09,"seattle,WA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9068418,,
426,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51667.00/Year,2020-03-27,2020-09-05,"charlotte,NC",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154533,,
428,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51355.00/Year,2020-03-27,2020-08-28,"seattle,WA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9067013,,
436,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51022.00/Year,2020-03-27,2020-08-21,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114908,,
444,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,49566.00/Year,2020-03-27,2020-08-22,"costa mesa,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114731,,
454,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,49462.00/Year,2020-03-27,2020-08-25,"detroit,MI",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154717,,
459,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,49046.00/Year,2020-03-27,2020-09-03,"milwaukee,WI",https://h1bsalary.online//extended_lca_data.php?LCADataID=9064258,,
461,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,48880.00/Year,2020-03-27,2020-09-12,"salt lake city,UT",https://h1bsalary.online//extended_lca_data.php?LCADataID=9069278,,
471,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,47570.00/Year,2020-03-27,2020-09-08,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058244,,
490,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,44637.00/Year,2020-03-27,2020-09-08,"boca raton,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154592,,
479,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,46966.00/Year,2020-03-27,2020-09-11,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114436,,
486,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,46966.00/Year,2020-03-27,2020-08-14,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154639,,
297,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-27,2020-08-26,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9070164,,
309,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-27,2020-09-01,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154648,,
348,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,57283.00/Year,2020-03-27,2020-09-03,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9063662,,
335,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,58552.00/Year,2020-03-27,2020-08-26,"philadelphia,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187138,,
323,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59176.00/Year,2020-03-27,2020-08-26,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9063960,,
359,DELOITTE TOUCHE LLP,ADVISORY SOLUTIONS ENGINEER,certified,No,56547.00/Year,2020-03-27,2020-08-13,"lake mary,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121173,,
384,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,54642.00/Year,2020-03-27,2020-08-28,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058638,,
385,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,54642.00/Year,2020-03-27,2020-09-05,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058352,,
390,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,54642.00/Year,2020-03-27,2020-09-08,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121031,,
415,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51834.00/Year,2020-03-27,2020-09-09,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058565,,
403,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,53040.00/Year,2020-03-27,2020-08-27,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9064652,,
396,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE IN-CHARGE,certified,No,53518.00/Year,2020-03-27,2020-08-27,"dallas,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066999,,
201,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62546.00/Year,2020-03-27,2020-08-28,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9067032,,
202,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62546.00/Year,2020-03-27,2020-08-30,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114750,,
176,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-27,2020-09-09,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066970,,
162,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ANALYTICS SPECIALIST SENIOR ASSISTANT,certified,No,65499.00/Year,2020-03-27,2020-09-10,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066828,,
163,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ANALYTICS SPECIALIST ASSISTANT,certified,No,65499.00/Year,2020-03-27,2020-08-13,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058962,,
153,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,66428.00/Year,2020-03-27,2020-09-01,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187176,,
284,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-27,2020-09-08,"parsippany,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=9058673,,
263,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-27,2020-08-27,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114887,,
264,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-27,2020-08-25,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114925,,
269,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-27,2020-08-25,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9121130,,
239,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-27,2020-08-23,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154465,,
222,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-27,2020-09-05,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9063581,,
236,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,61672.00/Year,2020-03-27,2020-09-12,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9186991,,
54,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,77046.00/Year,2020-03-27,2020-08-26,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154590,,
93,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,73594.00/Year,2020-03-27,2020-08-28,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9114692,,
95,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,73594.00/Year,2020-03-27,2020-09-11,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9187107,,
96,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,73594.00/Year,2020-03-27,2020-08-16,"jersey city,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154596,,
97,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,73424.00/Year,2020-03-27,2020-08-13,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9067399,,
132,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,69971.00/Year,2020-03-27,2020-09-06,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154652,,
43,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,80292.00/Year,2020-03-26,2020-08-06,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9056292,,
73,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,76190.00/Year,2020-03-26,2020-08-05,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154092,,
271,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59862.00/Year,2020-03-26,2020-09-15,"san jose,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154283,,
167,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65395.00/Year,2020-03-26,2020-08-06,"lake mary,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9068377,,
406,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,52957.00/Year,2020-03-26,2020-09-10,"philadelphia,PA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9064910,,
416,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51834.00/Year,2020-03-26,2020-09-15,"houston,TX",https://h1bsalary.online//extended_lca_data.php?LCADataID=9067875,,
308,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,59634.00/Year,2020-03-26,2020-09-15,"parsippany,NJ",https://h1bsalary.online//extended_lca_data.php?LCADataID=9154415,,
350,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,57283.00/Year,2020-03-25,2020-08-15,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9186340,,
351,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,57283.00/Year,2020-03-25,2020-08-28,"los angeles,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9120526,,
332,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,58822.00/Year,2020-03-25,2020-09-13,"mclean,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060377,,
343,DELOITTE TOUCHE LLP,ADVISORY SENIOR CONSULTANT,certified,No,57803.00/Year,2020-03-25,2020-09-03,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153943,,
413,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,52021.00/Year,2020-03-25,2020-09-02,"minneapolis,MN",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060280,,
360,DELOITTE TOUCHE LLP,SOLUTION DEVELOPER,certified,No,56547.00/Year,2020-03-25,2020-08-18,"lake mary,FL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9186355,,
362,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,56482.00/Year,2020-03-25,2020-08-13,"boston,MA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9063401,,
377,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,55200.00/Year,2020-03-25,2020-08-21,"cincinnati,OH",https://h1bsalary.online//extended_lca_data.php?LCADataID=9120457,,
480,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,46966.00/Year,2020-03-25,2020-08-14,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066671,,
481,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,46966.00/Year,2020-03-25,2020-08-11,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060227,,
464,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,48360.00/Year,2020-03-25,2020-08-12,"portland,OR",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153912,,
438,DELOITTE TOUCHE LLP,AUDIT & ASSURANCE ASSISTANT,certified,No,51022.00/Year,2020-03-25,2020-08-06,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9120483,,
423,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,51813.00/Year,2020-03-25,2020-08-27,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066666,,
427,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,51542.00/Year,2020-03-25,2020-08-08,"richmond,VA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9120522,,
171,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,64022.00/Year,2020-03-25,2020-08-13,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9066607,,
173,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,64022.00/Year,2020-03-25,2020-08-13,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9186477,,
174,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,64022.00/Year,2020-03-25,2020-08-14,"chicago,IL",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153923,,
187,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-25,2020-08-29,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153980,,
148,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,67217.00/Year,2020-03-25,2020-09-01,"new york,NY",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153955,,
157,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65936.00/Year,2020-03-25,2020-08-14,"minneapolis,MN",https://h1bsalary.online//extended_lca_data.php?LCADataID=9153928,,
158,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65854.00/Year,2020-03-25,2020-08-19,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9060098,,
159,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,65854.00/Year,2020-03-25,2020-08-27,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9055387,,
179,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-25,2020-08-11,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9055293,,
189,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,63419.00/Year,2020-03-25,2020-08-13,"san francisco,CA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9186348,,
198,DELOITTE TOUCHE LLP,ADVISORY CONSULTANT,certified,No,62650.00/Year,2020-03-25,2020-09-01,"atlanta,GA",https://h1bsalary.online//extended_lca_data.php?LCADataID=9120461,,
